SEQ	Species	ProteinID	Chromosome	Start	Stop	gain-loss?	GeneID	Gene	CommonName
SEQ	cercocebus_atys	ENSCATP00000042651	KQ012797.1	10077722	10177033	1	ENSCATG00000043872	ACTR3B	sooty_mangabey
SEQ	moschus_moschiferus	ENSMMSP00000010958	PVHU020009889.1	4887591	4964424	-1	ENSMMSG00000008408	NULL	siberian_musk_deer
SEQ	nannospalax_galili	ENSNGAP00000023807	KL203302.1	2208627	2302229	1	ENSNGAG00000022250	Actr3b	upper_galilee_mountains_blind_mole_rat
SEQ	cervus_hanglu_yarkandensis	ENSCHYP00000020440	18	107249016	107318896	1	ENSCHYG00000013620	NULL	central_asian_red_deer
SEQ	zalophus_californianus	ENSZCAP00015034929	12	102186408	102330102	1	ENSZCAG00015021856	NULL	cali_sea_lion
SEQ	sus_scrofa	ENSSSCP00000062849	18	4640689	4748222	-1	ENSSSCG00000016426	NULL	wild_boar
SEQ	lynx_canadensis	ENSLCNP00005010717	A2	164323093	164392016	1	ENSLCNG00005006927	NULL	canadian_lynx
SEQ	mus_spicilegus	ENSMSIP00000017951	QGOO01000332.1	56900	108583	-1	ENSMSIG00000015155	Actr3b	steppe_mouse
SEQ	choloepus_hoffmanni	ENSCHOP00000009980	GeneScaffold_3347	4182	16487	1	ENSCHOG00000011282	NULL	Hoffmanns_two_fingered_sloth
SEQ	procavia_capensis	ENSPCAP00000012943	scaffold_84622	3612	7766	1	ENSPCAG00000013907	NULL	cape_rock_hyrax
SEQ	equus_asinus_asinus	ENSEASP00005002172	PSZQ01006021.1	5075062	5155114	-1	ENSEASG00005001705	NULL	donkey
SEQ	loxodonta_africana	ENSLAFP00000019065	scaffold_12	62218572	62294701	1	ENSLAFG00000007220	NULL	african_savanna_elephant
SEQ	gorilla_gorilla	ENSGGOP00000027411	4	114336712	114339373	1	ENSGGOG00000023500	NULL	gorilla
SEQ	ailuropoda_melanoleuca	ENSAMEP00000014001	GL192435.1	1217959	1280899	-1	ENSAMEG00000013262	NULL	giant_panda
SEQ	ursus_maritimus	ENSUMAP00000021897	KK498573.1	4679504	4744218	-1	ENSUMAG00000016012	NULL	polar_bear
SEQ	equus_caballus	ENSECAP00000045413	4	104174018	104254121	1	ENSECAG00000010097	NULL	domestic_horse
SEQ	mandrillus_leucophaeus	ENSMLEP00000018298	KN974827.1	590709	673416	-1	ENSMLEG00000033289	ACTR3B	drill
SEQ	mus_musculus	ENSMUSP00000085578	5	25760026	25850342	1	ENSMUSG00000056367	Actr3b	house_mouse
SEQ	choloepus_hoffmanni	ENSCHOP00000006840	GeneScaffold_1685	11972	17662	-1	ENSCHOG00000007730	NULL	Hoffmanns_two_fingered_sloth
SEQ	tupaia_belangeri	ENSTBEP00000010052	scaffold_122680	8583	21904	1	ENSTBEG00000011647	ACTR3C	nothern_tree_shrew
SEQ	aotus_nancymaae	ENSANAP00000031267	KZ203894.1	649234	735390	-1	ENSANAG00000033359	ACTR3B	mas_night_monkey
SEQ	ochotona_princeps	ENSOPRP00000015880	GeneScaffold_2802	22064	34432	1	ENSOPRG00000019164	NULL	american_pika
SEQ	rattus_norvegicus	ENSRNOP00000041576	4	5644260	5672708	1	ENSRNOG00000031855	Actr3b	norway_rat
SEQ	nomascus_leucogenys	ENSNLEP00000019024	GL397768.1	11613	55667	1	ENSNLEG00000015688	NULL	gibbon
SEQ	delphinapterus_leucas	ENSDLEP00000021925	ML702082.1	4682383	4743888	-1	ENSDLEG00000015872	ACTR3B	beluga_whale
SEQ	octodon_degus	ENSODEP00000013508	JH651542.1	4173193	4209698	-1	ENSODEG00000009981	ACTR3B	degu
SEQ	cavia_aperea	ENSCAPP00000011984	AVPZ01000256.1	1970239	2011476	1	ENSCAPG00000012925	ACTR3B	brazilian_guinea_pig
SEQ	macaca_fascicularis	ENSMFAP00000036679	3	185510231	185587227	1	ENSMFAG00000034566	ACTR3B	crab_eating_macaque
SEQ	carlito_syrichta	ENSTSYP00000022385	KE946078.1	394941	477540	-1	ENSTSYG00000034885	ACTR3B	philippine_tarsier
SEQ	callithrix_jacchus	ENSCJAP00000052521	NTIC01002224.1	91240137	91340422	-1	ENSCJAG00000019650	ACTR3B	white_tufted_ear_marmoset
SEQ	canis_lupus_familiaris	ENSCAFP00000037793	16	16470853	16555259	1	ENSCAFG00000004971	ACTR3B	domestic_dog
SEQ	felis_catus	ENSFCAP00000052227	A2	166546239	166636737	1	ENSFCAG00000005546	NULL	domestic_cat
SEQ	echinops_telfairi	ENSETEP00000004359	GeneScaffold_3635	729	9049	1	ENSETEG00000005367	NULL	lesser_hedgehog_tenrec
SEQ	castor_canadensis	ENSCCNP00000019314	MTKA01002209.1	8182	13529	1	ENSCCNG00000019444	NULL	american_beaver
SEQ	camelus_dromedarius	ENSCDRP00005018821	7	82438304	82499687	1	ENSCDRG00005013078	NULL	arabian_camel
SEQ	oryctolagus_cuniculus	ENSOCUP00000000402	13	14087707	14206824	1	ENSOCUG00000000459	ACTR3B	rabbit
